what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.200.v200905120445,"org.eclipse.wst.jsdt.web.core",1485768211718
started,bundle,org.eclipse.jst.jsf.ui,1.2.0.v20090427,"org.eclipse.jst.jsf.ui",1485768211734
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1485768882497
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485768883948
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485768955473
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1485768957604
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485768966652
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485769012142
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485769086399
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485769191920
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1485769255894
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485769283158
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485769283892
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1485769289803
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1485769292606
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485769293938
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485769294807
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1485769298411
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1485769307607
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1485769307920
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1485769322567
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485769324087
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485769324417
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1485769329107
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1485769336090
