what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.0.v200906080535,"org.eclipse.wst.common.project.facet.core",1485923678399
started,bundle,org.eclipse.wst.web,1.1.300.v200901261500,"org.eclipse.wst.web",1485923678399
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.100.v20090520-1905,"org.eclipse.equinox.simpleconfigurator",1485923678399
os,sysinfo,,,"win32",1485923678415
arch,sysinfo,,,"x86",1485923678415
ws,sysinfo,,,"win32",1485923678415
locale,sysinfo,,,"en_US",1485923678415
processors,sysinfo,,,"1",1485923678415
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1485923678415
java.runtime.version,sysinfo,,,"1.6.0_24-b07",1485923678415
java.specification.name,sysinfo,,,"Java Platform API Specification",1485923678415
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1485923678415
java.specification.version,sysinfo,,,"1.6",1485923678415
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1485923678415
java.version,sysinfo,,,"1.6.0_24",1485923678415
java.vm.info,sysinfo,,,"mixed mode, sharing",1485923678415
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1485923678415
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1485923678415
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1485923678415
java.vm.specification.version,sysinfo,,,"1.0",1485923678415
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1485923678415
java.vm.version,sysinfo,,,"19.1-b02",1485923678415
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.tasks.ui",1485923678446
started,bundle,org.eclipse.mylyn.team.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.team.ui",1485923678493
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.monitor.ui",1485923678524
