what,kind,bundleId,bundleVersion,description,time
failed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.generate.constructor.using.fields",1485855518019
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1485855518321
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485855520191
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485855535192
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.add.unimplemented.constructors",1485855535221
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1485855537103
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1485855539179
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485855541621
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485855545485
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.generate.constructor.using.fields",1485855545531
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1485855546204
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485855549093
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485855551583
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1485855551617
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1485855552508
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1485855556497
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1485855563282
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1485855565809
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485855567990
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485855570237
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.add.unimplemented.constructors",1485855570275
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1485855571400
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1485855574090
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1485855586967
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1485855589549
